6202 6211 6220 6229
# tracer: nop
#
# entries-in-buffer/entries-written: 23674/23674   #P:8
#
#                              _-----=> irqs-off
#                             / _----=> need-resched
#                            | / _---=> hardirq/softirq
#                            || / _--=> preempt-depth
#                            ||| /     delay
#           TASK-PID   CPU#  ||||    TIMESTAMP  FUNCTION
#              | |       |   ||||       |         |
          <idle>-0     [000] d... 79628.200327: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=3on6 next_pid=6220 next_prio=120
            3on6-6220  [000] .... 79628.200329: sys_nanosleep -> 0x0
            3on6-6220  [000] d... 79628.200343: sched_wakeup: comm=kworker/0:2 pid=6725 prio=120 success=1 target_cpu=000
            3on6-6220  [000] .... 79628.200355: sys_nanosleep(rqtp: 7f5fa8d83d40, rmtp: 7f5fa8d83d40)
            3on6-6220  [000] d... 79628.200357: sched_switch: prev_comm=3on6 prev_pid=6220 prev_prio=120 prev_state=S ==> next_comm=kworker/0:2 next_pid=6725 next_prio=120
     kworker/0:2-6725  [000] d... 79628.200364: sched_wakeup: comm=tmux pid=2397 prio=120 success=1 target_cpu=002
     kworker/0:2-6725  [000] d... 79628.200369: sched_switch: prev_comm=kworker/0:2 prev_pid=6725 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNh. 79628.433585: sched_wakeup: comm=chrome pid=15027 prio=120 success=1 target_cpu=000
          <idle>-0     [000] d... 79628.433589: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=chrome next_pid=15027 next_prio=120
          chrome-15027 [000] d.s. 79628.433614: sched_wakeup: comm=kworker/0:2 pid=6725 prio=120 success=1 target_cpu=000
          chrome-15027 [000] d... 79628.433685: sched_switch: prev_comm=chrome prev_pid=15027 prev_prio=120 prev_state=S ==> next_comm=kworker/0:2 next_pid=6725 next_prio=120
     kworker/0:2-6725  [000] d... 79628.433693: sched_switch: prev_comm=kworker/0:2 prev_pid=6725 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNh. 79628.698776: sched_wakeup: comm=watchdog/0 pid=26 prio=0 success=1 target_cpu=000
          <idle>-0     [000] d... 79628.698781: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=watchdog/0 next_pid=26 next_prio=0
      watchdog/0-26    [000] d... 79628.698784: sched_switch: prev_comm=watchdog/0 prev_pid=26 prev_prio=0 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79628.873000: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=chrome next_pid=15027 next_prio=120
          chrome-15027 [000] d... 79628.873224: sched_wakeup: comm=Chrome_IOThread pid=15064 prio=120 success=1 target_cpu=002
          chrome-15027 [000] d... 79628.873269: sched_switch: prev_comm=chrome prev_pid=15027 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNh. 79628.934369: sched_wakeup: comm=chrome pid=15027 prio=120 success=1 target_cpu=000
          <idle>-0     [000] d... 79628.934373: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=chrome next_pid=15027 next_prio=120
          chrome-15027 [000] d... 79628.934417: sched_switch: prev_comm=chrome prev_pid=15027 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79629.082316: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcuos/2 next_pid=10 next_prio=120
         rcuos/2-10    [000] d... 79629.082321: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=004
         rcuos/2-10    [000] d... 79629.082326: sched_switch: prev_comm=rcuos/2 prev_pid=10 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79629.083170: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcuos/0 next_pid=8 next_prio=120
         rcuos/0-8     [000] d... 79629.083173: sched_switch: prev_comm=rcuos/0 prev_pid=8 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79629.084216: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcuos/4 next_pid=12 next_prio=120
         rcuos/4-12    [000] d... 79629.084222: sched_switch: prev_comm=rcuos/4 prev_pid=12 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79629.084749: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=sh next_pid=7045 next_prio=120
           <...>-7045  [000] dNs. 79629.085010: sched_wakeup: comm=kworker/0:2 pid=6725 prio=120 success=1 target_cpu=000
           <...>-7045  [000] d... 79629.085022: sched_switch: prev_comm=uname prev_pid=7045 prev_prio=120 prev_state=R ==> next_comm=kworker/0:2 next_pid=6725 next_prio=120
     kworker/0:2-6725  [000] d... 79629.085027: sched_switch: prev_comm=kworker/0:2 prev_pid=6725 prev_prio=120 prev_state=S ==> next_comm=uname next_pid=7045 next_prio=120
           <...>-7045  [000] .... 79629.085601: sched_process_exit: comm=uname pid=7045 prio=120
           <...>-7045  [000] d... 79629.085619: sched_wakeup: comm=sh pid=7042 prio=120 success=1 target_cpu=003
           <...>-7045  [000] d... 79629.085621: sched_switch: prev_comm=uname prev_pid=7045 prev_prio=120 prev_state=x ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79629.088017: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcu_sched next_pid=7 next_prio=120
       rcu_sched-7     [000] d... 79629.088022: sched_wakeup: comm=rcuos/2 pid=10 prio=120 success=1 target_cpu=001
       rcu_sched-7     [000] d... 79629.088026: sched_switch: prev_comm=rcu_sched prev_pid=7 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79629.088520: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=sh next_pid=7044 next_prio=120
           <...>-7044  [000] d... 79629.088556: sched_switch: prev_comm=sh prev_pid=7044 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79629.088612: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=sh next_pid=7044 next_prio=120
           <...>-7044  [000] .... 79629.088881: sched_process_exit: comm=sh pid=7044 prio=120
           <...>-7044  [000] d... 79629.088893: sched_wakeup: comm=tmux pid=2397 prio=120 success=1 target_cpu=002
           <...>-7044  [000] d... 79629.088908: sched_switch: prev_comm=sh prev_pid=7044 prev_prio=120 prev_state=x ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNs. 79629.091013: sched_wakeup: comm=kworker/0:2 pid=6725 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 79629.091015: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] d... 79629.091021: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=kworker/0:2 next_pid=6725 next_prio=120
     kworker/0:2-6725  [000] d... 79629.091029: sched_switch: prev_comm=kworker/0:2 prev_pid=6725 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79629.094030: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcuos/4 next_pid=12 next_prio=120
         rcuos/4-12    [000] d... 79629.094034: sched_switch: prev_comm=rcuos/4 prev_pid=12 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79629.094040: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcuos/1 next_pid=9 next_prio=120
         rcuos/1-9     [000] d... 79629.094043: sched_switch: prev_comm=rcuos/1 prev_pid=9 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79629.103038: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcuos/4 next_pid=12 next_prio=120
         rcuos/4-12    [000] d... 79629.103041: sched_wakeup: comm=rcuos/5 pid=13 prio=120 success=1 target_cpu=003
         rcuos/4-12    [000] d... 79629.103062: sched_switch: prev_comm=rcuos/4 prev_pid=12 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79629.109027: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcu_sched next_pid=7 next_prio=120
       rcu_sched-7     [000] d... 79629.109032: sched_wakeup: comm=rcuos/2 pid=10 prio=120 success=1 target_cpu=001
       rcu_sched-7     [000] d... 79629.109034: sched_switch: prev_comm=rcu_sched prev_pid=7 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNs. 79629.112023: sched_wakeup: comm=kworker/0:2 pid=6725 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 79629.112025: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] d... 79629.112031: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=kworker/0:2 next_pid=6725 next_prio=120
     kworker/0:2-6725  [000] d... 79629.112035: sched_switch: prev_comm=kworker/0:2 prev_pid=6725 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79629.115038: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcuos/4 next_pid=12 next_prio=120
         rcuos/4-12    [000] d... 79629.115041: sched_wakeup: comm=rcuos/5 pid=13 prio=120 success=1 target_cpu=003
         rcuos/4-12    [000] d... 79629.115043: sched_switch: prev_comm=rcuos/4 prev_pid=12 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79629.127036: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcu_sched next_pid=7 next_prio=120
       rcu_sched-7     [000] d... 79629.127040: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=001
       rcu_sched-7     [000] d... 79629.127042: sched_switch: prev_comm=rcu_sched prev_pid=7 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNh. 79629.200739: sched_wakeup: comm=3on6 pid=6229 prio=120 success=1 target_cpu=000
          <idle>-0     [000] d... 79629.200743: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=3on6 next_pid=6229 next_prio=120
            3on6-6229  [000] .... 79629.200747: sys_nanosleep -> 0x0
            3on6-6229  [000] d... 79629.200757: sched_wakeup: comm=kworker/0:2 pid=6725 prio=120 success=1 target_cpu=000
            3on6-6229  [000] .... 79629.200762: sys_futex(uaddr: 602490, op: 81, val: 1, utime: 0, uaddr2: 0, val3: 2)
            3on6-6229  [000] dN.. 79629.200765: sched_wakeup: comm=3on6 pid=6211 prio=120 success=1 target_cpu=000
            3on6-6229  [000] d... 79629.200766: sched_switch: prev_comm=3on6 prev_pid=6229 prev_prio=120 prev_state=R ==> next_comm=3on6 next_pid=6211 next_prio=120
            3on6-6211  [000] .... 79629.200769: sys_futex -> 0x0
            3on6-6211  [000] .... 79629.200776: sys_nanosleep(rqtp: 7f5fa9584d40, rmtp: 7f5fa9584d40)
            3on6-6211  [000] d... 79629.200779: sched_switch: prev_comm=3on6 prev_pid=6211 prev_prio=120 prev_state=S ==> next_comm=3on6 next_pid=6229 next_prio=120
            3on6-6229  [000] .... 79629.200779: sys_futex -> 0x1
            3on6-6229  [000] .... 79629.200786: sys_nanosleep(rqtp: 7f5fa8582d40, rmtp: 7f5fa8582d40)
            3on6-6229  [000] d... 79629.200787: sched_switch: prev_comm=3on6 prev_pid=6229 prev_prio=120 prev_state=S ==> next_comm=kworker/0:2 next_pid=6725 next_prio=120
     kworker/0:2-6725  [000] d... 79629.200792: sched_wakeup: comm=tmux pid=2397 prio=120 success=1 target_cpu=002
     kworker/0:2-6725  [000] d... 79629.200798: sched_switch: prev_comm=kworker/0:2 prev_pid=6725 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNh. 79629.435221: sched_wakeup: comm=chrome pid=15027 prio=120 success=1 target_cpu=000
          <idle>-0     [000] d... 79629.435225: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=chrome next_pid=15027 next_prio=120
          chrome-15027 [000] d... 79629.435296: sched_switch: prev_comm=chrome prev_pid=15027 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79629.626056: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcu_sched next_pid=7 next_prio=120
       rcu_sched-7     [000] d... 79629.626060: sched_switch: prev_comm=rcu_sched prev_pid=7 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNs. 79629.628335: sched_wakeup: comm=kworker/0:2 pid=6725 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 79629.628340: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
          <idle>-0     [000] d... 79629.628347: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=kworker/0:2 next_pid=6725 next_prio=120
     kworker/0:2-6725  [000] d... 79629.628357: sched_switch: prev_comm=kworker/0:2 prev_pid=6725 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79629.874152: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=chrome next_pid=15027 next_prio=120
          chrome-15027 [000] d... 79629.874338: sched_wakeup: comm=Chrome_IOThread pid=15064 prio=120 success=1 target_cpu=002
          chrome-15027 [000] d... 79629.874380: sched_switch: prev_comm=chrome prev_pid=15027 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNh. 79629.936482: sched_wakeup: comm=chrome pid=15027 prio=120 success=1 target_cpu=000
          <idle>-0     [000] d... 79629.936486: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=chrome next_pid=15027 next_prio=120
          chrome-15027 [000] d.s. 79629.936520: sched_wakeup: comm=kworker/0:2 pid=6725 prio=120 success=1 target_cpu=000
          chrome-15027 [000] d... 79629.936543: sched_switch: prev_comm=chrome prev_pid=15027 prev_prio=120 prev_state=S ==> next_comm=kworker/0:2 next_pid=6725 next_prio=120
     kworker/0:2-6725  [000] d... 79629.936551: sched_switch: prev_comm=kworker/0:2 prev_pid=6725 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] dNh. 79629.969617: sched_wakeup: comm=chrome pid=15027 prio=120 success=1 target_cpu=000
          <idle>-0     [000] d... 79629.969620: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=chrome next_pid=15027 next_prio=120
          chrome-15027 [000] d... 79629.969661: sched_switch: prev_comm=chrome prev_pid=15027 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79630.086455: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcuos/4 next_pid=12 next_prio=120
         rcuos/4-12    [000] d... 79630.086458: sched_switch: prev_comm=rcuos/4 prev_pid=12 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79630.087756: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=sh next_pid=7050 next_prio=120
           <...>-7050  [000] d... 79630.087770: sched_switch: prev_comm=sh prev_pid=7050 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79630.087954: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=sh next_pid=7050 next_prio=120
           <...>-7050  [000] .... 79630.088213: sched_process_exit: comm=sh pid=7050 prio=120
           <...>-7050  [000] d... 79630.088239: sched_switch: prev_comm=sh prev_pid=7050 prev_prio=120 prev_state=x ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79630.089626: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcuos/2 next_pid=10 next_prio=120
         rcuos/2-10    [000] d... 79630.089635: sched_switch: prev_comm=rcuos/2 prev_pid=10 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79630.090557: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=sh next_pid=7052 next_prio=120
           <...>-7052  [000] d... 79630.090581: sched_switch: prev_comm=sh prev_pid=7052 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79630.090653: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=sh next_pid=7052 next_prio=120
           <...>-7052  [000] .... 79630.090908: sched_process_exit: comm=sh pid=7052 prio=120
           <...>-7052  [000] d... 79630.090920: sched_wakeup: comm=tmux pid=2397 prio=120 success=1 target_cpu=002
           <...>-7052  [000] d... 79630.090935: sched_switch: prev_comm=sh prev_pid=7052 prev_prio=120 prev_state=x ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79630.092629: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcuos/4 next_pid=12 next_prio=120
         rcuos/4-12    [000] d... 79630.092633: sched_switch: prev_comm=rcuos/4 prev_pid=12 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79630.095624: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcuos/2 next_pid=10 next_prio=120
         rcuos/2-10    [000] d... 79630.095627: sched_wakeup: comm=rcuos/3 pid=11 prio=120 success=1 target_cpu=002
         rcuos/2-10    [000] d... 79630.095674: sched_switch: prev_comm=rcuos/2 prev_pid=10 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79630.098629: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcuos/4 next_pid=12 next_prio=120
         rcuos/4-12    [000] d... 79630.098633: sched_wakeup: comm=rcuos/5 pid=13 prio=120 success=1 target_cpu=005
         rcuos/4-12    [000] d... 79630.098654: sched_switch: prev_comm=rcuos/4 prev_pid=12 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
          <idle>-0     [000] d... 79630.101623: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=rcu_sched next_pid=7 next_prio=120
       rcu_sched-7     [000] d... 79630.101627: sched_switch: prev_comm=rcu_sched prev_pid=7 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
